t,Iteration,Lambda,Best Objective Value,SCMA,EMTK,NCKL,UNVR,INKP,BBRI,MAPI,TLKM,BMRI,AADI,mupt,sigmapt,varpt,rasio
0.001,0,63.24554099807593,-0.29486620260676577,0.0,0.0,0.01858290854493026,0.038216355715908985,0.06775790023597064,0.24685720080539433,0.18304167871414295,0.13708492258172317,0.19758375072481113,0.11087528267711833,0.005449305644810978,0.01717198594275151,0.0002948771012180554,0.3173369500171989
0.001,1,63.24554099807593,-0.2939077677954012,0.025222919115913314,0.0,0.0,0.0,0.0826317540254518,0.23221806937394077,0.16808862231765695,0.2173570069335381,0.1353727345937081,0.13910889363979112,0.00532949078489469,0.01714404931097,0.00029391842677697097,0.31086534390008413
0.001,2,63.24554099807593,-0.29120387409870274,0.05479130457083347,0.0,0.0,0.037657980542234036,0.06488727430951745,0.3358297857676589,0.13817224448863322,0.2036145270285653,0.09017343651770113,0.07487344677485645,0.0064260689604246635,0.01706507328541614,0.0002912167262366236,0.3765626348593768
0.001,3,63.24554099807593,-0.2863126437130834,0.05696686719236771,0.0,0.0,0.04926339143414489,0.04800114875498245,0.2976423229894139,0.1285678483565645,0.20739397761618492,0.10532856438030669,0.10683587927603483,0.006260782899579952,0.01692114550729006,0.0002863251652788826,0.36999758065331023
0.001,4,63.24554099807593,-0.2820770763352643,0.044552792587044816,0.0,0.06867830883786434,0.05997474036615144,0.0,0.26795243442934275,0.09004067628505373,0.26052566384690157,0.10160270067892434,0.10667268296871707,0.006283625789119916,0.01679552451062016,0.0002820896435868425,0.37412501081146043
0.001,5,63.24554099807593,-0.2820770763352643,0.044552792587044816,0.0,0.06867830883786434,0.05997474036615144,0.0,0.26795243442934275,0.09004067628505373,0.26052566384690157,0.10160270067892434,0.10667268296871707,0.006283625789119916,0.01679552451062016,0.0002820896435868425,0.37412501081146043
0.001,6,63.24554099807593,-0.2820770763352643,0.044552792587044816,0.0,0.06867830883786434,0.05997474036615144,0.0,0.26795243442934275,0.09004067628505373,0.26052566384690157,0.10160270067892434,0.10667268296871707,0.006283625789119916,0.01679552451062016,0.0002820896435868425,0.37412501081146043
0.001,7,63.24554099807593,-0.28182596666310594,0.03254796243877598,0.0,0.08101908767089472,0.08404926472901028,0.0,0.2764533421415438,0.09316119371003882,0.23945452919139398,0.09656362099791631,0.09675099912042613,0.006446021431402413,0.016788057025932713,0.00028183885870596877,0.3839647090455534
0.001,8,63.24554099807593,-0.28182596666310594,0.03254796243877598,0.0,0.08101908767089472,0.08404926472901028,0.0,0.2764533421415438,0.09316119371003882,0.23945452919139398,0.09656362099791631,0.09675099912042613,0.006446021431402413,0.016788057025932713,0.00028183885870596877,0.3839647090455534
0.001,9,63.24554099807593,-0.28182596666310594,0.03254796243877598,0.0,0.08101908767089472,0.08404926472901028,0.0,0.2764533421415438,0.09316119371003882,0.23945452919139398,0.09656362099791631,0.09675099912042613,0.006446021431402413,0.016788057025932713,0.00028183885870596877,0.3839647090455534
0.001,10,63.24554099807593,-0.28182596666310594,0.03254796243877598,0.0,0.08101908767089472,0.08404926472901028,0.0,0.2764533421415438,0.09316119371003882,0.23945452919139398,0.09656362099791631,0.09675099912042613,0.006446021431402413,0.016788057025932713,0.00028183885870596877,0.3839647090455534
0.001,11,63.24554099807593,-0.2818225580979343,0.033857619353218814,0.0,0.07057352116488205,0.07704175761241742,0.0,0.2883881325524231,0.11342237825739153,0.21294102335611784,0.10905722985407115,0.0947183378494781,0.006433157934462511,0.01678795474183211,0.00028183542441380323,0.3832008147146366
0.001,12,63.24554099807593,-0.28124588814429896,0.026740984744558608,0.0,0.0776721079067282,0.07747294617338514,0.003792268812759496,0.2710885051319468,0.1013261064015285,0.2198018704543947,0.12136373975224497,0.10074147062245356,0.006281988589566645,0.016770761822930948,0.0002812584521214781,0.3745797988125486
0.001,13,63.24554099807593,-0.28124588814429896,0.026740984744558608,0.0,0.0776721079067282,0.07747294617338514,0.003792268812759496,0.2710885051319468,0.1013261064015285,0.2198018704543947,0.12136373975224497,0.10074147062245356,0.006281988589566645,0.016770761822930948,0.0002812584521214781,0.3745797988125486
0.001,14,63.24554099807593,-0.28124588814429896,0.026740984744558608,0.0,0.0776721079067282,0.07747294617338514,0.003792268812759496,0.2710885051319468,0.1013261064015285,0.2198018704543947,0.12136373975224497,0.10074147062245356,0.006281988589566645,0.016770761822930948,0.0002812584521214781,0.3745797988125486
0.001,15,63.24554099807593,-0.2811544644382594,0.02942700725645072,0.0,0.07144649425857733,0.07199704709097093,0.0003601271913333193,0.2798855348896926,0.1134763081342431,0.21999161501543174,0.1095423466949642,0.1038735194683362,0.006286732323582468,0.01676803619697031,0.0002811670379029066,0.3749235897235461
0.001,16,63.24554099807593,-0.28097961214275124,0.029691599762002963,0.0,0.07250867995375374,0.07007846592736883,0.0011447872029745761,0.27671705022638116,0.11041773336136501,0.22224122547833092,0.11127657192683657,0.10592388616098614,0.006262622450468191,0.01676282009053525,0.0002809921373876522,0.37360196056773526
0.001,17,63.24554099807593,-0.28089979747088845,0.03170767033167,0.0,0.07456824439301825,0.06832979597321077,0.0011871039906233562,0.2707394931175143,0.10816628625475568,0.22620416461162912,0.11035008117676035,0.1087471601508182,0.006264469634541867,0.016760439326287287,0.0002809123264101575,0.373765240432367
0.001,18,63.24554099807593,-0.28068766812879103,0.025882677419077956,0.0,0.07728765492695436,0.06972696565760317,0.0011818733302570547,0.2596257532385057,0.1001930932905803,0.22938262474726026,0.1213733413696283,0.11534601602013289,0.006125875755722734,0.01675410158380038,0.00028069991988030244,0.3656343925744053
0.001,19,63.24554099807593,-0.28068766812879103,0.025882677419077956,0.0,0.07728765492695436,0.06972696565760317,0.0011818733302570547,0.2596257532385057,0.1001930932905803,0.22938262474726026,0.1213733413696283,0.11534601602013289,0.006125875755722734,0.01675410158380038,0.00028069991988030244,0.3656343925744053
0.001,20,63.24554099807593,-0.2806143471179393,0.022922313040342715,0.0,0.06366216947458556,0.08220081065022011,0.0013752134793605462,0.2554304568982133,0.10804846528446857,0.23136900540131805,0.11572814458711007,0.11926342118438098,0.006071766144625109,0.016751910059758218,0.00028062649065022853,0.36245216951175196
0.001,21,63.24554099807593,-0.2806143471179393,0.022922313040342715,0.0,0.06366216947458556,0.08220081065022011,0.0013752134793605462,0.2554304568982133,0.10804846528446857,0.23136900540131805,0.11572814458711007,0.11926342118438098,0.006071766144625109,0.016751910059758218,0.00028062649065022853,0.36245216951175196
0.001,22,63.24554099807593,-0.28042820844126326,0.022403289734018686,0.0,0.07405287046841305,0.08295517682014883,0.001389761971915744,0.2564769617139861,0.0996851773326114,0.21856730930411145,0.11053096425644703,0.1339384883983477,0.006117605585356671,0.016746356130586556,0.000280440443652434,0.3653096552857315
0.001,23,63.24554099807593,-0.28042820844126326,0.022403289734018686,0.0,0.07405287046841305,0.08295517682014883,0.001389761971915744,0.2564769617139861,0.0996851773326114,0.21856730930411145,0.11053096425644703,0.1339384883983477,0.006117605585356671,0.016746356130586556,0.000280440443652434,0.3653096552857315
0.001,24,63.24554099807593,-0.28042820844126326,0.022403289734018686,0.0,0.07405287046841305,0.08295517682014883,0.001389761971915744,0.2564769617139861,0.0996851773326114,0.21856730930411145,0.11053096425644703,0.1339384883983477,0.006117605585356671,0.016746356130586556,0.000280440443652434,0.3653096552857315
0.001,25,63.24554099807593,-0.28042820844126326,0.022403289734018686,0.0,0.07405287046841305,0.08295517682014883,0.001389761971915744,0.2564769617139861,0.0996851773326114,0.21856730930411145,0.11053096425644703,0.1339384883983477,0.006117605585356671,0.016746356130586556,0.000280440443652434,0.3653096552857315
0.001,26,63.24554099807593,-0.28042820844126326,0.022403289734018686,0.0,0.07405287046841305,0.08295517682014883,0.001389761971915744,0.2564769617139861,0.0996851773326114,0.21856730930411145,0.11053096425644703,0.1339384883983477,0.006117605585356671,0.016746356130586556,0.000280440443652434,0.3653096552857315
0.001,27,63.24554099807593,-0.28042820844126326,0.022403289734018686,0.0,0.07405287046841305,0.08295517682014883,0.001389761971915744,0.2564769617139861,0.0996851773326114,0.21856730930411145,0.11053096425644703,0.1339384883983477,0.006117605585356671,0.016746356130586556,0.000280440443652434,0.3653096552857315
0.001,28,63.24554099807593,-0.2803502038386204,0.02480163586337499,0.0,0.0739855352555238,0.0737437800607173,0.001606996808837838,0.26274106506348505,0.1003170597046558,0.21840606676331858,0.12154397161365942,0.12285388886642733,0.006118572145226876,0.016744027024073713,0.00028036244098291087,0.36541819577989826
0.001,29,63.24554099807593,-0.2803502038386204,0.02480163586337499,0.0,0.0739855352555238,0.0737437800607173,0.001606996808837838,0.26274106506348505,0.1003170597046558,0.21840606676331858,0.12154397161365942,0.12285388886642733,0.006118572145226876,0.016744027024073713,0.00028036244098291087,0.36541819577989826
0.001,30,63.24554099807593,-0.2803502038386204,0.02480163586337499,0.0,0.0739855352555238,0.0737437800607173,0.001606996808837838,0.26274106506348505,0.1003170597046558,0.21840606676331858,0.12154397161365942,0.12285388886642733,0.006118572145226876,0.016744027024073713,0.00028036244098291087,0.36541819577989826
0.001,31,63.24554099807593,-0.2803502038386204,0.02480163586337499,0.0,0.0739855352555238,0.0737437800607173,0.001606996808837838,0.26274106506348505,0.1003170597046558,0.21840606676331858,0.12154397161365942,0.12285388886642733,0.006118572145226876,0.016744027024073713,0.00028036244098291087,0.36541819577989826
0.001,32,63.24554099807593,-0.2802438602748556,0.02566585845462164,0.0,0.06345101580084253,0.07301807194166118,0.0013343816707372409,0.27497982441011637,0.10896933621800475,0.2141205877188774,0.11317242489681201,0.1252884988883269,0.006111914101031316,0.016740850758042665,0.00028025608410305763,0.36508981469146784
0.001,33,63.24554099807593,-0.2801251947131113,0.024020301719637708,0.0,0.06858587647261549,0.07101659777146611,0.0015616883354064232,0.26666358911969434,0.09800482570749737,0.21769529075683575,0.11832188173341261,0.13412994838343426,0.006033951273563626,0.016737301533271676,0.00028013726261565846,0.360509205236512
0.001,34,63.24554099807593,-0.2800593971062103,0.024647304223010813,0.0,0.06060541085541475,0.07037612212262839,0.0016815328236359645,0.2731994393572146,0.10107237782528235,0.22041219272435864,0.11236959325004514,0.13563602681840947,0.00600762618637934,0.016735334246993187,0.00028007141235858305,0.35897855983717336
0.001,35,63.24554099807593,-0.28005629691062783,0.024487629798870744,0.0,0.06298317598710361,0.07077646484149794,0.0015862722647933735,0.2726402857663986,0.10047521080919451,0.21867870184876745,0.11268053477963717,0.13569172390373663,0.006023553387181677,0.01673524257420257,0.0002800683440174022,0.3599322424203761
0.001,36,63.24554099807593,-0.2800367936299104,0.025318019745296176,0.0,0.06460192241371805,0.07034138023360137,0.0017012859468327158,0.2749068960970543,0.10042439675133157,0.21725912416811946,0.11184727103955543,0.13359970360449094,0.00605870725275578,0.016734661963852628,0.00028004891104441593,0.3620453921234124
0.001,37,63.24554099807593,-0.2800179510694656,0.022992035558616737,0.0,0.062356004611392984,0.07841905781442064,0.0018264468306387067,0.2743970695372908,0.0973127906606713,0.22566615755984235,0.10431152111959634,0.13271891630752997,0.006059751530040676,0.01673409903677296,0.00028003007057252565,0.3621199753105592
0.001,38,63.24554099807593,-0.2800179510694656,0.022992035558616737,0.0,0.062356004611392984,0.07841905781442064,0.0018264468306387067,0.2743970695372908,0.0973127906606713,0.22566615755984235,0.10431152111959634,0.13271891630752997,0.006059751530040676,0.01673409903677296,0.00028003007057252565,0.3621199753105592
0.001,39,63.24554099807593,-0.2800179510694656,0.022992035558616737,0.0,0.062356004611392984,0.07841905781442064,0.0018264468306387067,0.2743970695372908,0.0973127906606713,0.22566615755984235,0.10431152111959634,0.13271891630752997,0.006059751530040676,0.01673409903677296,0.00028003007057252565,0.3621199753105592
0.001,40,63.24554099807593,-0.2800179510694656,0.022992035558616737,0.0,0.062356004611392984,0.07841905781442064,0.0018264468306387067,0.2743970695372908,0.0973127906606713,0.22566615755984235,0.10431152111959634,0.13271891630752997,0.006059751530040676,0.01673409903677296,0.00028003007057252565,0.3621199753105592
0.001,41,63.24554099807593,-0.2799855911260923,0.02271407674718318,0.0,0.06056165782300788,0.07932019803988219,0.0021402097327400038,0.2839501411759824,0.09643187366298211,0.22303606661068148,0.09732572565995617,0.13452005054758456,0.006083021147445713,0.016733133513134567,0.00027999775716838716,0.36353150129776257
0.001,42,63.24554099807593,-0.27998435813589984,0.023718612543079477,0.0,0.0622276803734568,0.07137153744157941,0.002304125449766088,0.28941636654004704,0.0949131003345498,0.21653804279027847,0.1012629061623799,0.13824762836486298,0.00606037718218284,0.016733095317073413,0.0002799964788902642,0.3621790868542538
0.001,43,63.24554099807593,-0.27998435813589984,0.023718612543079477,0.0,0.0622276803734568,0.07137153744157941,0.002304125449766088,0.28941636654004704,0.0949131003345498,0.21653804279027847,0.1012629061623799,0.13824762836486298,0.00606037718218284,0.016733095317073413,0.0002799964788902642,0.3621790868542538
0.001,44,63.24554099807593,-0.27996888219031757,0.023559462865806673,0.0,0.061865180169002075,0.07244658479393365,0.00226799900806398,0.2879657967940542,0.09498333459205077,0.21808299088312993,0.10120530412419237,0.13762334676976648,0.006058676015756013,0.016732632773785155,0.00027998099954234905,0.36208743104958824
0.001,45,63.24554099807593,-0.27996888219031757,0.023559462865806673,0.0,0.061865180169002075,0.07244658479393365,0.00226799900806398,0.2879657967940542,0.09498333459205077,0.21808299088312993,0.10120530412419237,0.13762334676976648,0.006058676015756013,0.016732632773785155,0.00027998099954234905,0.36208743104958824
0.001,46,63.24554099807593,-0.27994897875084934,0.02503121219322355,0.0,0.062088781282508325,0.06946448913416563,0.0035737735807476897,0.277485275311006,0.09563324113797553,0.22129035115172957,0.1080665493076137,0.13736632690103004,0.006025187553440567,0.016732036012570502,0.0002799610291259562,0.360098887482309
0.001,47,63.24554099807593,-0.27994897875084934,0.02503121219322355,0.0,0.062088781282508325,0.06946448913416563,0.0035737735807476897,0.277485275311006,0.09563324113797553,0.22129035115172957,0.1080665493076137,0.13736632690103004,0.006025187553440567,0.016732036012570502,0.0002799610291259562,0.360098887482309
0.001,48,63.24554099807593,-0.27988078055265886,0.02479354137044379,0.0,0.06611842765575258,0.06899487346146184,0.0049295819010722036,0.28381612764914993,0.094939966737815,0.2234850940470158,0.10106122775088061,0.13186115942640825,0.006088085573726989,0.01673000169527207,0.0002798929567238063,0.36390226878742593
0.001,49,63.24554099807593,-0.27988078055265886,0.02479354137044379,0.0,0.06611842765575258,0.06899487346146184,0.0049295819010722036,0.28381612764914993,0.094939966737815,0.2234850940470158,0.10106122775088061,0.13186115942640825,0.006088085573726989,0.01673000169527207,0.0002798929567238063,0.36390226878742593
0.001,50,63.24554099807593,-0.2798684095475797,0.023932009915747173,0.0,0.06431152978301168,0.07452757510828821,0.004789849009907696,0.2831068529859116,0.09343339142839775,0.22602234728828097,0.09786028921105525,0.13201615526939975,0.006096375390354548,0.016729632461544408,0.00027988060229836037,0.3644058173045935
0.001,51,63.24554099807593,-0.2798684095475797,0.023932009915747173,0.0,0.06431152978301168,0.07452757510828821,0.004789849009907696,0.2831068529859116,0.09343339142839775,0.22602234728828097,0.09786028921105525,0.13201615526939975,0.006096375390354548,0.016729632461544408,0.00027988060229836037,0.3644058173045935
0.001,52,63.24554099807593,-0.27986670596630464,0.024017562158641564,0.0,0.0643440436697276,0.07412702432517956,0.004791235438704926,0.28288527008546105,0.09355240578270377,0.22584964721542003,0.09830854371413064,0.13212426761003077,0.006094050575069952,0.01672958140741886,0.00027987889406745473,0.3642679650291489
0.001,53,63.24554099807593,-0.2798635185969256,0.024298500860575896,0.0,0.06309494707950694,0.07270185433519924,0.004697758072333816,0.2830610070978031,0.09478342205684022,0.22265853813429487,0.10174326419584646,0.13296070816759956,0.006078833473164574,0.01672948523606964,0.00027987567626387195,0.3633604613283793
